Core_Sample,Distance_From_421,Elevation,Collection_Date,Extraction_Phase,Extract_Volume,Sediment_Mass,Analyte,Observed_Property,Qualifier_Code,Reported_Value,Units,Method
1419-76,100.24,423.33,2014-07-26,Organic bound elements,0.015,0.500,Tl,Concentration of thallium in the sediment extract representing organic bound elements,LT,5.00,ug/L,ICP-MS
1419-76,100.24,423.33,2014-07-26,Organic bound elements,0.015,0.500,U,Concentration of uranium in the sediment extract representing organic bound elements,LT,5.00,ug/L,ICP-MS
1419-76,100.24,423.33,2014-07-26,Organic bound elements,0.015,0.500,Zn,Concentration of zinc in the sediment extract representing organic bound elements,,43.3,ug/L,ICP-MS
1419-76,100.24,423.33,2014-07-26,Elements bound to reducible oxides and hydroxides,0.015,0.500,Ag,Concentration of silver in the sediment extract representing elements bound to reducible oxides and hydroxides,LT,10.0,ug/L,ICP-MS
1419-76,100.24,423.33,2014-07-26,Elements bound to reducible oxides and hydroxides,0.015,0.500,Al,Concentration of aluminum in the sediment extract representing elements bound to reducible oxides and hydroxides,LT,5060,ug/L,ICP-OES
1419-76,100.24,423.33,2014-07-26,Elements bound to reducible oxides and hydroxides,0.015,0.500,As,Concentration of arsenic in the sediment extract representing elements bound to reducible oxides and hydroxides,LT,40.0,ug/L,ICP-MS
1419-76,100.24,423.33,2014-07-26,Elements bound to reducible oxides and hydroxides,0.015,0.500,B,Concentration of boron in the sediment extract representing elements bound to reducible oxides and hydroxides,,69.8,ug/L,ICP-MS
1419-76,100.24,423.33,2014-07-26,Elements bound to reducible oxides and hydroxides,0.015,0.500,Ba,Concentration of barium in the sediment extract representing elements bound to reducible oxides and hydroxides,i,115,ug/L,ICP-MS
1419-76,100.24,423.33,2014-07-26,Elements bound to reducible oxides and hydroxides,0.015,0.500,Be,Concentration of beryllium in the sediment extract representing elements bound to reducible oxides and hydroxides,LT,10.0,ug/L,ICP-MS
1419-76,100.24,423.33,2014-07-26,Elements bound to reducible oxides and hydroxides,0.015,0.500,Ca,Concentration of calcium in the sediment extract representing elements bound to reducible oxides and hydroxides,,110,mg/L,ICP-OES
1419-76,100.24,423.33,2014-07-26,Elements bound to reducible oxides and hydroxides,0.015,0.500,Cd,Concentration of cadmium in the sediment extract representing elements bound to reducible oxides and hydroxides,LT,10.0,ug/L,ICP-MS
1419-76,100.24,423.33,2014-07-26,Elements bound to reducible oxides and hydroxides,0.015,0.500,Ce,Concentration of cerium in the sediment extract representing elements bound to reducible oxides and hydroxides,i,77.1,ug/L,ICP-MS
1419-76,100.24,423.33,2014-07-26,Elements bound to reducible oxides and hydroxides,0.015,0.500,Co,Concentration of cobalt in the sediment extract representing elements bound to reducible oxides and hydroxides,,11.7,ug/L,ICP-MS
1419-76,100.24,423.33,2014-07-26,Elements bound to reducible oxides and hydroxides,0.015,0.500,Cr,Concentration of chromium in the sediment extract representing elements bound to reducible oxides and hydroxides,,27.2,ug/L,ICP-MS
1419-76,100.24,423.33,2014-07-26,Elements bound to reducible oxides and hydroxides,0.015,0.500,Cu,Concentration of copper in the sediment extract representing elements bound to reducible oxides and hydroxides,,122,ug/L,ICP-MS
1419-76,100.24,423.33,2014-07-26,Elements bound to reducible oxides and hydroxides,0.015,0.500,Fe,Concentration of iron in the sediment extract representing elements bound to reducible oxides and hydroxides,,31600,ug/L,ICP-OES
1419-76,100.24,423.33,2014-07-26,Elements bound to reducible oxides and hydroxides,0.015,0.500,K,Concentration of potassium in the sediment extract representing elements bound to reducible oxides and hydroxides,LT,2.53,mg/L,ICP-OES
1419-76,100.24,423.33,2014-07-26,Elements bound to reducible oxides and hydroxides,0.015,0.500,La,Concentration of lanthanum in the sediment extract representing elements bound to reducible oxides and hydroxides,i,37.2,ug/L,ICP-MS
1419-76,100.24,423.33,2014-07-26,Elements bound to reducible oxides and hydroxides,0.015,0.500,Li,Concentration of lithium in the sediment extract representing elements bound to reducible oxides and hydroxides,LT,10.0,ug/L,ICP-MS
1419-76,100.24,423.33,2014-07-26,Elements bound to reducible oxides and hydroxides,0.015,0.500,Mg,Concentration of magnesium in the sediment extract representing elements bound to reducible oxides and hydroxides,,60.4,mg/L,ICP-OES
1419-76,100.24,423.33,2014-07-26,Elements bound to reducible oxides and hydroxides,0.015,0.500,Mn,Concentration of manganese in the sediment extract representing elements bound to reducible oxides and hydroxides,,315,ug/L,ICP-MS
1419-76,100.24,423.33,2014-07-26,Elements bound to reducible oxides and hydroxides,0.015,0.500,Mo,Concentration of molybdenum in the sediment extract representing elements bound to reducible oxides and hydroxides,LT,10.0,ug/L,ICP-MS
1419-76,100.24,423.33,2014-07-26,Elements bound to reducible oxides and hydroxides,0.015,0.500,Na,Concentration of sodium in the sediment extract representing elements bound to reducible oxides and hydroxides,ND,,,
1419-76,100.24,423.33,2014-07-26,Elements bound to reducible oxides and hydroxides,0.015,0.500,Ni,Concentration of nickel in the sediment extract representing elements bound to reducible oxides and hydroxides,,26.9,ug/L,ICP-MS
1419-76,100.24,423.33,2014-07-26,Elements bound to reducible oxides and hydroxides,0.015,0.500,Pb,Concentration of lead in the sediment extract representing elements bound to reducible oxides and hydroxides,,19.5,ug/L,ICP-MS
1419-76,100.24,423.33,2014-07-26,Elements bound to reducible oxides and hydroxides,0.015,0.500,Rb,Concentration of rubidium in the sediment extract representing elements bound to reducible oxides and hydroxides,LT,40.0,ug/L,ICP-MS
1419-76,100.24,423.33,2014-07-26,Elements bound to reducible oxides and hydroxides,0.015,0.500,Sb,Concentration of antimony in the sediment extract representing elements bound to reducible oxides and hydroxides,LT,10.0,ug/L,ICP-MS
1419-76,100.24,423.33,2014-07-26,Elements bound to reducible oxides and hydroxides,0.015,0.500,Se,Concentration of selenium in the sediment extract representing elements bound to reducible oxides and hydroxides,LT,20.0,ug/L,ICP-MS
1419-76,100.24,423.33,2014-07-26,Elements bound to reducible oxides and hydroxides,0.015,0.500,Si,Concentration of silicon in the sediment extract representing elements bound to reducible oxides and hydroxides,,8.04,mg/L,ICP-OES
1419-76,100.24,423.33,2014-07-26,Elements bound to reducible oxides and hydroxides,0.015,0.500,Sr,Concentration of strontium in the sediment extract representing elements bound to reducible oxides and hydroxides,,105,ug/L,ICP-MS
1419-76,100.24,423.33,2014-07-26,Elements bound to reducible oxides and hydroxides,0.015,0.500,Tl,Concentration of thallium in the sediment extract representing elements bound to reducible oxides and hydroxides,LT,10.0,ug/L,ICP-MS
1419-76,100.24,423.33,2014-07-26,Elements bound to reducible oxides and hydroxides,0.015,0.500,U,Concentration of uranium in the sediment extract representing elements bound to reducible oxides and hydroxides,LT,10.0,ug/L,ICP-MS
1419-76,100.24,423.33,2014-07-26,Elements bound to reducible oxides and hydroxides,0.015,0.500,Zn,Concentration of zinc in the sediment extract representing elements bound to reducible oxides and hydroxides,,256,ug/L,ICP-MS
1521-105,48.40,422.42,2015-08-17,Elements bound to carbonates,0.009,0.500,Ag,Concentration of silver in the sediment extract representing elements bound to carbonates,LT,5.00,ug/L,ICP-MS
1521-105,48.40,422.42,2015-08-17,Elements bound to carbonates,0.009,0.500,Al,Concentration of aluminum in the sediment extract representing elements bound to carbonates,,233,ug/L,ICP-MS
1521-105,48.40,422.42,2015-08-17,Elements bound to carbonates,0.009,0.500,As,Concentration of arsenic in the sediment extract representing elements bound to carbonates,LT,50.0,ug/L,ICP-MS
1521-105,48.40,422.42,2015-08-17,Elements bound to carbonates,0.009,0.500,B,Concentration of boron in the sediment extract representing elements bound to carbonates,LT,20.0,ug/L,ICP-MS
1521-105,48.40,422.42,2015-08-17,Elements bound to carbonates,0.009,0.500,Ba,Concentration of barium in the sediment extract representing elements bound to carbonates,i,217,ug/L,ICP-MS
1521-105,48.40,422.42,2015-08-17,Elements bound to carbonates,0.009,0.500,Be,Concentration of beryllium in the sediment extract representing elements bound to carbonates,LT,5.00,ug/L,ICP-MS
1521-105,48.40,422.42,2015-08-17,Elements bound to carbonates,0.009,0.500,Ca,Concentration of calcium in the sediment extract representing elements bound to carbonates,,634,mg/L,ICP-OES
1521-105,48.40,422.42,2015-08-17,Elements bound to carbonates,0.009,0.500,Cd,Concentration of cadmium in the sediment extract representing elements bound to carbonates,LT,5.00,ug/L,ICP-MS
1521-105,48.40,422.42,2015-08-17,Elements bound to carbonates,0.009,0.500,Ce,Concentration of cerium in the sediment extract representing elements bound to carbonates,i,55.9,ug/L,ICP-MS
1521-105,48.40,422.42,2015-08-17,Elements bound to carbonates,0.009,0.500,Co,Concentration of cobalt in the sediment extract representing elements bound to carbonates,,6.88,ug/L,ICP-MS
1521-105,48.40,422.42,2015-08-17,Elements bound to carbonates,0.009,0.500,Cr,Concentration of chromium in the sediment extract representing elements bound to carbonates,,10.0,ug/L,ICP-MS
1521-105,48.40,422.42,2015-08-17,Elements bound to carbonates,0.009,0.500,Cu,Concentration of copper in the sediment extract representing elements bound to carbonates,,29.7,ug/L,ICP-MS
1521-105,48.40,422.42,2015-08-17,Elements bound to carbonates,0.009,0.500,Fe,Concentration of iron in the sediment extract representing elements bound to carbonates,,4530,ug/L,ICP-OES
1521-105,48.40,422.42,2015-08-17,Elements bound to carbonates,0.009,0.500,K,Concentration of potassium in the sediment extract representing elements bound to carbonates,,5.90,mg/L,ICP-OES
1521-105,48.40,422.42,2015-08-17,Elements bound to carbonates,0.009,0.500,La,Concentration of lanthanum in the sediment extract representing elements bound to carbonates,i,33.9,ug/L,ICP-MS
1521-105,48.40,422.42,2015-08-17,Elements bound to carbonates,0.009,0.500,Li,Concentration of lithium in the sediment extract representing elements bound to carbonates,LT,5.00,ug/L,ICP-MS
1521-105,48.40,422.42,2015-08-17,Elements bound to carbonates,0.009,0.500,Mg,Concentration of magnesium in the sediment extract representing elements bound to carbonates,,49.5,mg/L,ICP-OES
1521-105,48.40,422.42,2015-08-17,Elements bound to carbonates,0.009,0.500,Mn,Concentration of manganese in the sediment extract representing elements bound to carbonates,,1450,ug/L,ICP-OES
1521-105,48.40,422.42,2015-08-17,Elements bound to carbonates,0.009,0.500,Mo,Concentration of molybdenum in the sediment extract representing elements bound to carbonates,LT,5.00,ug/L,ICP-MS
1521-105,48.40,422.42,2015-08-17,Elements bound to carbonates,0.009,0.500,Na,Concentration of sodium in the sediment extract representing elements bound to carbonates,ND,,,
1521-105,48.40,422.42,2015-08-17,Elements bound to carbonates,0.009,0.500,Ni,Concentration of nickel in the sediment extract representing elements bound to carbonates,,19.9,ug/L,ICP-MS
1521-105,48.40,422.42,2015-08-17,Elements bound to carbonates,0.009,0.500,Pb,Concentration of lead in the sediment extract representing elements bound to carbonates,,14.5,ug/L,ICP-MS
1521-105,48.40,422.42,2015-08-17,Elements bound to carbonates,0.009,0.500,Rb,Concentration of rubidium in the sediment extract representing elements bound to carbonates,LT,20.0,ug/L,ICP-MS
1521-105,48.40,422.42,2015-08-17,Elements bound to carbonates,0.009,0.500,Sb,Concentration of antimony in the sediment extract representing elements bound to carbonates,LT,5.00,ug/L,ICP-MS
1521-105,48.40,422.42,2015-08-17,Elements bound to carbonates,0.009,0.500,Se,Concentration of selenium in the sediment extract representing elements bound to carbonates,LT,10.0,ug/L,ICP-MS
1521-105,48.40,422.42,2015-08-17,Elements bound to carbonates,0.009,0.500,Si,Concentration of silicon in the sediment extract representing elements bound to carbonates,LT,2.47,mg/L,ICP-OES
1521-105,48.40,422.42,2015-08-17,Elements bound to carbonates,0.009,0.500,Sr,Concentration of strontium in the sediment extract representing elements bound to carbonates,,524,ug/L,ICP-MS
1521-105,48.40,422.42,2015-08-17,Elements bound to carbonates,0.009,0.500,Tl,Concentration of thallium in the sediment extract representing elements bound to carbonates,LT,5.00,ug/L,ICP-MS
1521-105,48.40,422.42,2015-08-17,Elements bound to carbonates,0.009,0.500,U,Concentration of uranium in the sediment extract representing elements bound to carbonates,LT,5.00,ug/L,ICP-MS
1521-105,48.40,422.42,2015-08-17,Elements bound to carbonates,0.009,0.500,Zn,Concentration of zinc in the sediment extract representing elements bound to carbonates,,40.5,ug/L,ICP-MS
1521-105,48.40,422.42,2015-08-17,Surface exchangeable ions,0.009,0.500,Ag,Concentration of silver in the sediment extract representing surface exchangeable ions,ND,,,
1521-105,48.40,422.42,2015-08-17,Surface exchangeable ions,0.009,0.500,Al,Concentration of aluminum in the sediment extract representing surface exchangeable ions,LT,4880,ug/L,ICP-OES
1521-105,48.40,422.42,2015-08-17,Surface exchangeable ions,0.009,0.500,As,Concentration of arsenic in the sediment extract representing surface exchangeable ions,ND,,,
1521-105,48.40,422.42,2015-08-17,Surface exchangeable ions,0.009,0.500,B,Concentration of boron in the sediment extract representing surface exchangeable ions,LT,1950,ug/L,ICP-OES
1521-105,48.40,422.42,2015-08-17,Surface exchangeable ions,0.009,0.500,Ba,Concentration of barium in the sediment extract representing surface exchangeable ions,LT,1950,ug/L,ICP-OES
1521-105,48.40,422.42,2015-08-17,Surface exchangeable ions,0.009,0.500,Be,Concentration of beryllium in the sediment extract representing surface exchangeable ions,ND,,,
1521-105,48.40,422.42,2015-08-17,Surface exchangeable ions,0.009,0.500,Ca,Concentration of calcium in the sediment extract representing surface exchangeable ions,,51.5,mg/L,ICP-OES
1521-105,48.40,422.42,2015-08-17,Surface exchangeable ions,0.009,0.500,Cd,Concentration of cadmium in the sediment extract representing surface exchangeable ions,ND,,,
1521-105,48.40,422.42,2015-08-17,Surface exchangeable ions,0.009,0.500,Ce,Concentration of cerium in the sediment extract representing surface exchangeable ions,ND,,,
1521-105,48.40,422.42,2015-08-17,Surface exchangeable ions,0.009,0.500,Co,Concentration of cobalt in the sediment extract representing surface exchangeable ions,ND,,,
1521-105,48.40,422.42,2015-08-17,Surface exchangeable ions,0.009,0.500,Cr,Concentration of chromium in the sediment extract representing surface exchangeable ions,ND,,,
