LocalSiteName,StudySite,LocalUseCode,Comments_UseCode,USGS_siteno,USGS_StationName,XcoordUTMNAD83_m,YcoordUTMNAD83_m,OnNorthWellTransect,DistanceFromCenterOfNorthOilBody_m,MeasuringPointElevation_mASL_NAVD88,well_MP_height_m,LandSurfaceElevation_mASL_NAVD88,TopOfScreenElevation_mASL_NAVD88,BottomOfScreenElevation_mASL_NAVD88,ScreenLength_m,MidOfScreenElevation_mASL_NAVD88,TotalWellDepth_mBLS,TotalBoring/DrillingDepth_mBLS,DiameterOfDrillHole_cm,WellCasingInnerDiameter_cm,OpeningTypeDescription,WidthOfOpeningsInOpenInterval_cm,CasingMaterialDescription,ScreenMaterialDescription,DateOfConstruction,Comments_DateOfConstruction,NameOfContractor,DrillerName,Comments_Miscellaneous,SiteActiveStatus,Comments_Status,ApproxRemovalDate
x707G-06,Bemidji,wv,unsaturated zone vapor sampling well,x473424095052911,707G-06   Bemidji Toxics Research Site,342714.17,5271007.89,1.0,-78.58,430.81,0.0,430.81,430.325,430.295,0.03,430.31,0.515,5.639,21.0,0.3,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,20160809.0,,,B. Mason; J.W. Lund,Installed this vapor well next to current 707 well nest (707AR & 707DR),Active,,
x1602G-02,Bemidji,wv,unsaturated zone vapor sampling well,x473424095052913,1602G-02  Bemidji Toxics Research Site,342693.48,5271007.85,1.0,-97.51,431.124,0.0,431.124,426.64,426.61,0.03,426.625,4.514,5.761,21.0,0.3,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,20160802.0,,,B. Mason; J.W. Lund,Installed this vapor well next to WT1601 (water tube) and nearby well: 606,Active,,
x1602G-03,Bemidji,wv,unsaturated zone vapor sampling well,x473424095052914,1602G-03  Bemidji Toxics Research Site,342693.48,5271007.85,1.0,-97.51,431.124,0.0,431.124,427.64,427.61,0.03,427.625,3.514,5.761,21.0,0.3,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,20160802.0,,,B. Mason; J.W. Lund,Installed this vapor well next to WT1601 (water tube) and nearby well: 606,Active,,
x1602G-04,Bemidji,wv,unsaturated zone vapor sampling well,x473424095052915,1602G-04  Bemidji Toxics Research Site,342693.48,5271007.85,1.0,-97.51,431.124,0.0,431.124,428.64,428.609,0.031,428.624,2.515,5.761,21.0,0.3,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,20160802.0,,,B. Mason; J.W. Lund,Installed this vapor well next to WT1601 (water tube) and nearby well: 606,Active,,
x1602G-05,Bemidji,wv,unsaturated zone vapor sampling well,x473424095052916,1602G-05  Bemidji Toxics Research Site,342693.48,5271007.85,1.0,-97.51,431.124,0.0,431.124,429.64,429.609,0.031,429.624,1.515,5.761,21.0,0.3,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,20160802.0,,,B. Mason; J.W. Lund,Installed this vapor well next to WT1601 (water tube) and nearby well: 606,Active,,
x1602G-06,Bemidji,wv,unsaturated zone vapor sampling well,x473424095052917,1602G-06  Bemidji Toxics Research Site,342693.48,5271007.85,1.0,-97.51,431.124,0.0,431.124,430.639,430.609,0.03,430.624,0.515,5.761,21.0,0.3,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,20160802.0,,,B. Mason; J.W. Lund,Installed this vapor well next to WT1601 (water tube) and nearby well: 606,Active,,
x1509G-02,Bemidji,wv,unsaturated zone vapor sampling well,x473419095052305,1509G-02  Bemidji Toxics Research Site,342817.53,5270850.06,0.0,,425.879,0.0,425.879,424.995,424.965,0.03,424.98,0.914,2.316,8.3,0.3,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,20150813.0,,,B. Mason; E. Smith,"This site was originally named 1427G, but changed to 1509G to match with the cores collected here.  near well 1427 in south pool.  Cores and vapor well with 3 ports (0.4, 0.9, 1.4 m BLS) were done at this site",Active,,
x1509G-03,Bemidji,wv,unsaturated zone vapor sampling well,x473419095052306,1509G-03  Bemidji Toxics Research Site,342817.53,5270850.06,0.0,,425.879,0.0,425.879,425.495,425.464,0.031,425.48,0.415,2.316,8.3,0.3,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,20150813.0,,,B. Mason; E. Smith,"This site was originally named 1427G, but changed to 1509G to match with the cores collected here.  near well 1427 in south pool.  Cores and vapor well with 3 ports (0.4, 0.9, 1.4 m BLS) were done at this site",Active,,
x1506G-02,Bemidji,wv,unsaturated zone vapor sampling well,x473419095052404,1506G-02  Bemidji Toxics Research Site,342809.38,5270868.76,0.0,,426.034,0.0,426.034,425.049,425.019,0.03,425.034,1.015,2.438,8.3,0.3,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,20150812.0,Installed vapor well at this location several days after core was collected,,B. Mason; E. Smith,"This site was originally named 1428G, but changed to 1506G to match with the cores collected here.  Near well 1428 in south pool.  Cores and vapor well with 3 ports (0.5, 1.0, 1.5 m BLS)",Active,,
x1506G-03,Bemidji,wv,unsaturated zone vapor sampling well,x473419095052405,1506G-03  Bemidji Toxics Research Site,342809.38,5270868.76,0.0,,426.034,0.0,426.034,425.549,425.519,0.03,425.534,0.515,2.438,8.3,0.3,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,20150812.0,Installed vapor well at this location several days after core was collected,,B. Mason; E. Smith,"This site was originally named 1428G, but changed to 1506G to match with the cores collected here.  Near well 1428 in south pool.  Cores and vapor well with 3 ports (0.5, 1.0, 1.5 m BLS)",Active,,
x309B-02,Bemidji,wv,unsaturated zone vapor sampling well,x473419095052505,309B-02   Bemidji Toxics Research Site,342794.63,5270849.67,0.0,,425.062,0.0,425.062,423.578,423.547,0.031,423.562,1.515,,,0.3,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,,Installation date unknown,,,South pool,Active,,
x309B-03,Bemidji,wv,unsaturated zone vapor sampling well,x473419095052506,309B-03   Bemidji Toxics Research Site,342794.63,5270849.67,0.0,,425.062,0.0,425.062,423.876,423.846,0.03,423.861,1.216,,,0.3,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,,Installation date unknown,,,South pool,Active,,
x309B-04,Bemidji,wv,unsaturated zone vapor sampling well,x473419095052507,309B-04   Bemidji Toxics Research Site,342794.63,5270849.67,0.0,,425.062,0.0,425.062,424.178,424.148,0.03,424.163,0.914,,,0.3,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,,Installation date unknown,,,South pool,Active,,
x309B-05,Bemidji,wv,unsaturated zone vapor sampling well,x473419095052508,309B-05   Bemidji Toxics Research Site,342794.63,5270849.67,0.0,,425.062,0.0,425.062,424.477,424.446,0.031,424.462,0.616,,,0.3,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,,Installation date unknown,,,South pool,Active,,
x309B-06,Bemidji,wv,unsaturated zone vapor sampling well,x473419095052509,309B-06   Bemidji Toxics Research Site,342794.63,5270849.67,0.0,,425.062,0.0,425.062,424.779,424.748,0.031,424.764,0.314,,,0.3,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,,Installation date unknown,,,South pool,Active,,
x313B-02,Bemidji,wv,unsaturated zone vapor sampling well,x473420095052404,313B-02   Bemidji Toxics Research Site,342804.5,5270867.92,0.0,,425.87,0.0,425.87,424.084,424.053,0.031,424.068,1.817,,,0.3,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,19871217.0,,,,South pool,Active,,
x313B-03,Bemidji,wv,unsaturated zone vapor sampling well,x473420095052405,313B-03   Bemidji Toxics Research Site,342804.5,5270867.92,0.0,,425.87,0.0,425.87,424.285,424.255,0.03,424.27,1.615,,,0.3,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,19871217.0,,,,South pool,Active,,
x313B-04,Bemidji,wv,unsaturated zone vapor sampling well,x473420095052407,313B-04   Bemidji Toxics Research Site,342804.5,5270867.92,0.0,,425.87,0.0,425.87,424.486,424.456,0.03,424.471,1.414,,,0.3,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,19871217.0,,,,South pool,Active,,
x313B-05,Bemidji,wv,unsaturated zone vapor sampling well,x473420095052408,313B-05   Bemidji Toxics Research Site,342804.5,5270867.92,0.0,,425.87,0.0,425.87,424.684,424.654,0.03,424.669,1.216,,,0.3,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,19871217.0,,,,South pool,Active,,
x313B-06,Bemidji,wv,unsaturated zone vapor sampling well,x473420095052409,313B-06   Bemidji Toxics Research Site,342804.5,5270867.92,0.0,,425.87,0.0,425.87,424.386,424.355,0.031,424.37,1.515,,,0.3,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,19871217.0,,,,South pool,Active,,
x313B-07,Bemidji,wv,unsaturated zone vapor sampling well,x473420095052410,313B-07   Bemidji Toxics Research Site,342804.5,5270867.92,0.0,,425.87,0.0,425.87,424.684,424.654,0.03,424.669,1.216,,,0.3,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,19871217.0,,,,South pool,Active,,
x313B-08,Bemidji,wv,unsaturated zone vapor sampling well,x473420095052411,313B-08   Bemidji Toxics Research Site,342804.5,5270867.92,0.0,,425.87,0.0,425.87,424.986,424.956,0.03,424.971,0.914,,,0.3,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,19871217.0,,,,South pool,Active,,
x313B-09,Bemidji,wv,unsaturated zone vapor sampling well,x473420095052412,313B-09   Bemidji Toxics Research Site,342804.5,5270867.92,0.0,,425.87,0.0,425.87,425.285,425.254,0.031,425.27,0.616,,,0.3,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,19871217.0,,,,South pool,Active,,
x313B-10,Bemidji,wv,unsaturated zone vapor sampling well,x473420095052413,313B-10   Bemidji Toxics Research Site,342804.5,5270867.92,0.0,,425.87,0.0,425.87,425.587,425.556,0.031,425.572,0.314,,,0.3,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,19871217.0,,,,South pool,Active,,
x1711G-02,Bemidji,wv,unsaturated zone vapor sampling well,x473424095053002,1711G-02  Bemidji Toxics Research Site,342680.0,5271004.11,1.0,-111.35,430.835,0.0,430.835,426.351,426.321,0.03,426.336,4.514,6.096,21.0,0.3,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,20170628.0,,,B. Mason; A. Berg,Installed this vapor well next to WT1712 (water tube) in infiltration gallery,Active,,
x1711G-03,Bemidji,wv,unsaturated zone vapor sampling well,x473424095053003,1711G-03  Bemidji Toxics Research Site,342680.0,5271004.11,1.0,-111.35,430.835,0.0,430.835,427.351,427.321,0.03,427.336,3.514,6.096,21.0,0.3,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,20170628.0,,,B. Mason; A. Berg,Installed this vapor well next to WT1712 (water tube) in infiltration gallery,Active,,
x1711G-04,Bemidji,wv,unsaturated zone vapor sampling well,x473424095053004,1711G-04  Bemidji Toxics Research Site,342680.0,5271004.11,1.0,-111.35,430.835,0.0,430.835,428.351,428.32,0.031,428.336,2.515,6.096,21.0,0.3,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,20170628.0,,,B. Mason; A. Berg,Installed this vapor well next to WT1712 (water tube) in infiltration gallery,Active,,
x1711G-05,Bemidji,wv,unsaturated zone vapor sampling well,x473424095053005,1711G-05  Bemidji Toxics Research Site,342680.0,5271004.11,1.0,-111.35,430.835,0.0,430.835,429.351,429.32,0.031,429.336,1.515,6.096,21.0,0.3,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,20170628.0,,,B. Mason; A. Berg,Installed this vapor well next to WT1712 (water tube) in infiltration gallery,Active,,
x1711G-06,Bemidji,wv,unsaturated zone vapor sampling well,x473424095053006,1711G-06  Bemidji Toxics Research Site,342680.0,5271004.11,1.0,-111.35,430.835,0.0,430.835,430.35,430.32,0.03,430.335,0.515,6.096,21.0,0.3,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,20170628.0,,,B. Mason; A. Berg,Installed this vapor well next to WT1712 (water tube) in infiltration gallery,Active,,
x2101,Bemidji,ww,groundwater observation well,x473430095051401,2101      Bemidji Toxics Research Site,343039.9603,5271168.795,1.0,284.46,427.379,0.75,426.629,418.521,418.287,0.234,418.404,8.391,8.391,3.2,1.9,"Screen, type not known",0.025,Stainless Steel,Stainless Steel,20210621.0,,USGS MN Water Science Center,"A. Berg, Z. Hillman",Located near Unnamed Lake,Active,,
x2103A,Bemidji,ww,groundwater observation well,x473429095051402,2103A     Bemidji Toxics Research Site,343067.1912,5271160.053,1.0,305.82,424.797,0.509,424.288,421.947,421.197,0.75,421.572,3.152,3.152,5.1,3.2,Sand point screen,0.015,Steel-Galvanized,Stainless Steel,20210622.0,,USGS MN Water Science Center,"A. Berg, Z. Hillman",Located near Unnamed Lake shoreline,Active,,
x2103B,Bemidji,ww,groundwater observation well,x473429095051403,2103B     Bemidji Toxics Research Site,343067.7493,5271159.855,1.0,306.25,425.089,0.838,424.251,420.127,419.892,0.235,420.01,4.407,4.407,3.2,1.9,"Screen, type not known",0.025,Stainless Steel,Stainless Steel,20210623.0,,USGS MN Water Science Center,"A. Berg, Z. Hillman",Located near Unnamed Lake shoreline,Active,,
x2103C,Bemidji,ww,groundwater observation well,x473429095051404,2103C     Bemidji Toxics Research Site,343066.5213,5271160.262,1.0,305.29,425.035,0.677,424.358,418.555,418.469,0.086,418.512,5.916,5.916,3.2,1.9,"Screen, type not known",0.025,Stainless Steel,Stainless Steel,20210623.0,,USGS MN Water Science Center,"A. Berg, Z. Hillman",Located near Unnamed Lake shoreline,Active,,
x2104A,Bemidji,ww,groundwater observation well,x473429095051405,2104A     Bemidji Toxics Research Site,343044.3673,5271153.903,1.0,282.46,430.267,0.722,429.545,421.898,421.114,0.784,421.506,8.528,8.528,5.1,3.2,Sand point screen,0.015,Steel-Galvanized,Stainless Steel,20210623.0,,USGS MN Water Science Center,"A. Berg, Z. Hillman",Located on hillside near Unnamed Lake,Active,,
x2104B,Bemidji,ww,groundwater observation well,x473429095051406,2104B     Bemidji Toxics Research Site,343044.1993,5271153.152,1.0,282.0,430.283,0.677,429.606,419.654,419.569,0.085,419.612,10.064,10.064,3.2,1.9,"Screen, type not known",0.025,Stainless Steel,Stainless Steel,20210624.0,,USGS MN Water Science Center,"A. Berg, Z. Hillman",Located on hillside near Unnamed Lake,Active,,
x2104C,Bemidji,ww,groundwater observation well,x473429095051407,2104C     Bemidji Toxics Research Site,343044.5018,5271154.528,1.0,282.83,430.067,0.549,429.518,419.143,418.908,0.235,419.026,10.659,10.659,3.2,1.9,"Screen, type not known",0.025,Stainless Steel,Stainless Steel,20210625.0,,USGS MN Water Science Center,"A. Berg, Z. Hillman",Located on hillside near Unnamed Lake,Active,,
x2102F,Bemidji,wf,failed well installation (or any installation),,,,,0.0,,,,433.426,,,,,,6.453,,,,,,,20210622,"Attempted installation on 06/22/21, but well casing failed. Removed failed well in August 2021.",USGS MN Water Science Center,"A. Berg, Z. Hillman",Located near 2105 well nest. This was a failed well location; marked with a core plate.,Removed,"failed well, no well installed",
x2105A,Bemidji,ww,groundwater observation well,x473430095051501,2105A     Bemidji Toxics Research Site  0000186141,343011.5996,5271150.569,1.0,251.15,434.529,0.847,433.682,421.85,421.642,0.208,421.746,12.165,12.893,21.0,5.2,"Screen, type not known",0.025,PVC Threaded,PVC Threaded,20210815.0,,USGS MN Water Science Center,"B. Mason, J. Letsos","Located on top of hill, down-gradient of 955 well nest",Active,,
x2105B,Bemidji,ww,groundwater observation well,x473430095051505,2105B     Bemidji Toxics Research Site  0000186142,343012.6681,5271151.244,1.0,252.4,434.526,0.844,433.682,420.387,420.179,0.208,420.283,13.628,13.655,21.0,5.2,"Screen, type not known",0.025,PVC Threaded,PVC Threaded,20210815.0,,USGS MN Water Science Center,"B. Mason, J. Letsos","Located on top of hill, down-gradient of 955 well nest",Active,,
x2105C,Bemidji,ww,groundwater observation well,x473430095051506,2105C     Bemidji Toxics Research Site  0000186143,343013.3526,5271152.22,1.0,253.42,434.428,0.847,433.581,418.591,418.384,0.207,418.488,15.322,15.545,21.0,5.2,"Screen, type not known",0.025,PVC Threaded,PVC Threaded,20210814.0,,USGS MN Water Science Center,"B. Mason, J. Letsos","Located on top of hill, down-gradient of 955 well nest",Active,,
x2209,Bemidji,ww,groundwater observation well,x473423095051901,2209      Bemidji Toxics Research Site  0000786144,342912.0326,5270947.807,0.0,,,,431.92,423.852,423.62,0.232,423.736,8.406,9.144,8.3,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,20220820.0,,USGS MN Water Science Center,"J. Weber, J. Paeschmen, J. Trost",Located near 919 well,Active,,
x1202,Bemidji,ww,groundwater observation well,x473425095052673,1202      147N35W02CDAC 01              0000746095,342761.3,5271037.4,1.0,-23.54,430.832,0.759,430.073,407.381,407.262,0.119,407.322,22.973,23.622,17.5,7.6,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,20120521.0,,"Elsner Well Drilling - Park Rapids, MN",J. Elsner; T. Shmitz,Located near well 9620,Active,,
x1212G-01,Bemidji,wv,unsaturated zone vapor sampling well,x473425095052623,1212G-01  Bemidji Toxics Research Site,342768.07,5271038.45,1.0,-16.92,430.21,0.0,430.21,424.495,424.465,0.03,424.48,5.745,5.944,21.0,0.3,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,20120615.0,,USGS MN Water Science Center,J. Greene; B. Mason,Located near well 9620,Active,,
x1217A,Bemidji,ww,groundwater observation well,x473429095051002,1217A     147N35W02DCBB  02,343106.15,5271123.55,1.0,326.64,426.547,0.741,425.806,422.691,422.462,0.229,422.576,3.444,3.447,1.9,1.9,Mesh screen,0.028,Stainless Steel,Stainless Steel,20121107.0,,USGS MN Water Science Center,B. Mason,"Between well 925 nest and well 501 nest. Installation: stainless steel Solinst drive point screen with stainless casing to just above the high water table mark, then galvanized casing from that point to land surface.",Active,,
x1217B,Bemidji,ww,groundwater observation well,x473429095051003,1217B     147N35W02DCBB  03,343106.21,5271125.57,1.0,327.52,427.674,0.649,427.025,415.882,415.653,0.229,415.768,11.473,11.476,1.9,1.9,Mesh screen,0.028,Stainless Steel,Stainless Steel,20121107.0,"Began Installation on 11/18/12, Finished on 11/25/12",USGS MN Water Science Center,B. Mason,"Between well 925 nest and well 501 nest. Installation: stainless steel Solinst drive point screen with stainless casing to just above the high water table mark, then galvanized casing from that point to land surface.",Active,,
x1217C,Bemidji,ww,groundwater observation well,x473429095051004,1217C     147N35W02DCBB  04,343106.23,5271127.64,1.0,328.37,426.875,0.765,426.11,421.727,421.498,0.229,421.612,4.712,4.715,1.9,1.9,Mesh screen,0.028,Stainless Steel,Stainless Steel,20121201.0,,USGS MN Water Science Center,B. Mason,"Between well 925 nest and well 501 nest. Installation: stainless steel Solinst drive point screen with stainless casing to just above the high water table mark, then galvanized casing from that point to land surface.",Active,,
x1217D,Bemidji,ww,groundwater observation well,x473429095051005,1217D     147N35W02DCBB  05,343106.21,5271129.44,1.0,329.09,426.884,0.774,426.11,417.582,417.353,0.229,417.468,8.857,8.861,1.9,1.9,Mesh screen,0.028,Stainless Steel,Stainless Steel,20121202.0,,USGS MN Water Science Center,B. Mason,"Between well 925 nest and well 501 nest. Installation: stainless steel Solinst drive point screen with stainless casing to just above the high water table mark, then galvanized casing from that point to land surface.",Active,,
x12LK.A1,Bemidji,wmp,mini-piezometer (shallow temporary well near or in surface-water),x473428095051001,"12LKNA1   147N35W02      01 on W Sh, Unnamed Lk",343116.57,5271116.17,1.0,333.18,,,426.72,,,,,0.732,0.732,,,,,,,20120814.0,,USGS MN Water Science Center,B. Mason,at land/water interface of Unnamed Lake; original field site name::  A,Removed,this was a temporary installation,October 2012
x12LK.A2,Bemidji,wmp,mini-piezometer (shallow temporary well near or in surface-water),x473422095050001,"12LKNA2   147N35W02      01 on E Sh, Unnamed Lk",343313.04,5270912.56,0.0,,,,423.367,,,,,,,,,,,,,20120814.0,,USGS MN Water Science Center,B. Mason,at land/water interface of Unnamed Lake; original field site name::  AA,Removed,this was a temporary installation,October 2012
x12LK.B1,Bemidji,wmp,mini-piezometer (shallow temporary well near or in surface-water),x473429095050901,12LKNB1   147N35W02      01 W Sh.In Unnamed Lk,343126.9,5271127.01,1.0,347.02,,,423.672,,,,,0.92,0.92,,,,,,,20120815.0,,USGS MN Water Science Center,B. Mason,Located approximately 10 meters off shore of Unnamed Lake; original field site name::  B,Removed,this was a temporary installation,October 2012
x12LK.B2,Bemidji,wmp,mini-piezometer (shallow temporary well near or in surface-water),x473423095050101,"12LKNB2   147N35W02      01 on E Sh, Unnamed Lk",343291.38,5270946.51,0.0,,,,423.672,,,,,0.68,0.68,,,,,,,20120817.0,,USGS MN Water Science Center,B. Mason,at land/water interface of Unnamed Lake; original field site name::  BB,Removed,this was a temporary installation,October 2012
x12LK.C1,Bemidji,wmp,mini-piezometer (shallow temporary well near or in surface-water),x473429095051001,"12LKNC1   147N35W02      01 on W Sh, Unnamed Lk",343118.12,5271127.25,1.0,339.09,,,423.672,,,,,1.195,1.195,,,,,,,20120815.0,,USGS MN Water Science Center,B. Mason,at land/water interface of Unnamed Lake; original field site name::  C,Removed,this was a temporary installation,October 2012
x12LK.C2,Bemidji,wmp,mini-piezometer (shallow temporary well near or in surface-water),x473425095050202,"12LKNC2   147N35W02      01 on E Sh, Unnamed Lk",343285.95,5271024.5,0.0,,,,423.672,,,,,0.719,0.719,,,,,,,20120817.0,,USGS MN Water Science Center,B. Mason,at land/water interface of Unnamed Lake; original field site name::  CC,Removed,this was a temporary installation,October 2012
x12LK.C3,Bemidji,wmp,mini-piezometer (shallow temporary well near or in surface-water),x473429095051101,"12LKNC3   147N35W02      01 on NW Sh, Unnamed Lk",343103.78,5271153.58,1.0,336.64,,,423.672,,,,,0.881,0.881,,,,,,,20120816.0,,USGS MN Water Science Center,B. Mason,at land/water interface of Unnamed Lake; original field site name::  CD (RUN),Removed,this was a temporary installation,October 2012
x12LK.D1,Bemidji,wmp,mini-piezometer (shallow temporary well near or in surface-water),x473430095051102,"12LKND1   147N35W02      01 on NW Sh, Unnamed Lk",343087.88,5271168.84,1.0,328.29,,,423.672,,,,,0.991,0.991,,,,,,,20120816.0,,USGS MN Water Science Center,B. Mason,Located in Wetland adjacent to Unnamed Lake; original field site name::  D,Removed,this was a temporary installation,October 2012
x12LK.D2,Bemidji,wmp,mini-piezometer (shallow temporary well near or in surface-water),x473429095050401,"12LKND2   147N35W02      01 on E Sh, Unnamed Lk",343241.45,5271142.47,0.0,,,,423.367,,,,,0.68,0.68,,,,,,,20120817.0,,USGS MN Water Science Center,B. Mason,at land/water interface of Unnamed Lake; original field site name::  DD,Removed,this was a temporary installation,October 2012
x12LK.E1,Bemidji,wmp,mini-piezometer (shallow temporary well near or in surface-water),x473431095051101,"12LKNE1   147N35W02      01 on NW Sh, Unnamed Lk",343097.46,5271198.24,0.0,,,,423.672,,,,,1.17,1.17,,,,,,,20120816.0,,USGS MN Water Science Center,B. Mason,at land/water interface of Unnamed Lake; original field site name::  E (ISOE),Removed,this was a temporary installation,October 2012
x12LK.F2,Bemidji,wmp,mini-piezometer (shallow temporary well near or in surface-water),x473431095051002,"12LKNF2   147N35W02      01 on NW Sh, Unnamed Lk",343121.67,5271212.41,0.0,,,,423.367,,,,,1.1,1.1,,,,,,,20120816.0,,USGS MN Water Science Center,B. Mason,at land/water interface of Unnamed Lake; original field site name::  FG,Removed,this was a temporary installation,October 2012
