LocalSiteName,StudySite,AgencyCode,USGS_siteno,USGS_StationName,XcoordUTMNAD83_m,YcoordUTMNAD83_m,LandSurfaceElevation_mASL_NAVD88,OnNorthWellTransect,DistanceFromCenterOfNorthOilBody_m,WellSite,CoreSite,OtherEquipmentSite,TopOfScreenElevation_mASL_NAVD88,BottomOfScreenElevation_mASL_NAVD88,MidOfScreenElevation_mASL_NAVD88,DateOfConstruction,Comments_DateOfConstruction,SiteActiveStatus,Comments_Status,ApproxRemovalDate
x1420,Bemidji,USGS,,,342889.56,5271083.19,433.187,,,0,1,0,,,,20140728,,Active,,
x1421,Bemidji,USGS,,,342878.79,5271076.97,432.973,,,0,1,0,,,,20140728,,Active,,
x1422,Bemidji,USGS,,,342613.06,5270950.42,433.337,,,0,1,0,,,,20140729,,Active,,
x1423,Bemidji,USGS,,,342774.89,5271039.64,430.13,,,0,1,0,,,,20140730,,Active,,
x1424,Bemidji,USGS,,,342778.51,5271043.69,430.52,,,0,1,0,,,,20140730,,Active,,
x1425,Bemidji,USGS,,,342807.57,5271048.44,432.602,,,0,1,0,,,,20140730,,Active,,
x1426,Bemidji,USGS,x473419095052303,1426      147N35W02CDAD 01              0000786135,342816.98,5270846.14,426.11,0.0,,1,0,0,424.589,423.129,423.859,20141027.0,,Active,,
x1427,Bemidji,USGS,x473419095052302,1427      147N35W02CDDC 01              0000786134,342818.74,5270847.46,426.11,0.0,,1,1,0,424.626,423.166,423.896,20141027.0,,Active,,
x1428,Bemidji,USGS,x473419095052402,1428      147N35W02CDDC 01              0000786133,342807.92,5270871.72,426.11,0.0,,1,1,0,424.705,423.245,423.975,20141028.0,,Active,,
x1429,Bemidji,USGS,x473420095052301,1429      147N35W02CDDC 01              0000786132,342814.32,5270875.34,426.415,0.0,,1,1,0,424.54,421.602,423.071,20141029.0,,Active,,
xUnknown SP tensiometer,Bemidji,USGS,,,342819.44,5270890.9,,,,0,0,1,,,,,Installation date unknown,Active,,
x1430,Bemidji,USGS,x473419095052301,1430      147N35W02CDDC 01              0000786131,342825.28,5270850.88,426.415,0.0,,1,1,0,424.44,422.98,423.71,20141029.0,,Active,,
xWT1501,Bemidji,USGS,,,342802.97,5271068.23,432.425,,,0,0,1,,,,20150810,,Removed,,6/25/2018
x1431,Bemidji,USGS,x473417095052101,1431      147N35W11BAAA 01              0000786136,342873.24,5270806.53,426.415,0.0,,1,0,0,423.041,422.952,422.996,20141030.0,,Active,,
x15LK.C,Bemidji,USGS,,,343119.57,5271132.42,422.898,1.0,342.51,1,0,1,,,,20150617,"thermal profilers installed on this date; water levels taken in October, 2015",Removed,temporary installation,October 2015
x15LK.I,Bemidji,USGS,,,343186.92,5271260.33,422.846,0.0,,1,0,1,,,,20150617,"thermal profilers installed on this date; water levels taken in October, 2015",Removed,temporary installation,October 2015
xWT1502,Bemidji,USGS,,,342808.16,5271054.0,432.746,,,0,0,1,,,,20150811,Started construction on 8/10/15 and finished on 8/11/15,Removed,,6/25/2018
x15LK.Q,Bemidji,USGS,,,343174.3,5270895.55,422.837,0.0,,1,0,1,,,,20150617,"thermal profilers installed on this date; water levels taken in October, 2015",Removed,temporary installation,October 2015
x15LK.S5,Bemidji,USGS,,,343117.87,5271083.42,422.864,0.0,,1,0,1,,,,20150617,"thermal profilers installed on this date; water levels taken in October, 2015",Removed,temporary installation,October 2015
x15LK.S6,Bemidji,USGS,,,343145.22,5271004.58,422.95,0.0,,1,0,1,,,,20150617,"thermal profilers installed on this date; water levels taken in October, 2015",Removed,temporary installation,October 2015
x1979 Rupture Site,Bemidji,USGS,,,342733.47,5271025.19,,,,0,0,1,,,,19790820,Date of pipeline rupture,Active,,
x301A,Bemidji,USGS,x473426095052526,301A      147N35W02CDAC  26,342781.07,5271045.79,430.89,1.0,-2.06,1,0,0,424.855,423.331,424.093,19830521.0,,Active,,
x301G-01,Bemidji,USGS,x473426095052609,301G-01   Bemidji Toxics Research Site,342780.28,5271044.25,430.621,1.0,-3.41,1,0,0,423.635,423.605,423.62,,Installation date unknown,Active,,
x302,Bemidji,USGS,x473426095052613,302       147N35W02CDAC  01,342780.54,5271045.13,430.682,1.0,-2.81,1,0,0,415.954,415.04,415.497,19830522.0,estimated date,Active,,
x303,Bemidji,USGS,x473426095052601,303       147N35W02CDAC  01,342766.44,5271052.84,430.987,0.0,,1,0,0,424.87,423.346,424.108,19830523.0,estimated date,Active,,
x306,Bemidji,USGS,x473426095052608,306       147N35W02CDAC  01,342781.45,5271044.16,430.378,1.0,-2.38,1,0,0,423.989,422.465,423.227,19830524.0,estimated date,Active,,
x307,Bemidji,USGS,x473431095052601,307       147N35W02CDAB  01,342759.95,5271209.13,426.11,0.0,,1,0,0,424.421,422.897,423.659,19830525.0,,Active,,
x308,Bemidji,USGS,x473429095052301,308       147N35W02CDAB  01,342823.71,5271128.47,427.634,0.0,,1,0,0,424.235,422.711,423.473,19830526.0,estimated date,Active,,
x309A,Bemidji,USGS,x473420095052401,309A      147N35W02CDDC  01,342803.27,5270866.15,425.806,0.0,,1,0,0,424.77,423.246,424.008,19830525.0,estimated date,Active,,
x313B-01,Bemidji,USGS,x473420095052402,313B-01   Bemidji Toxics Research Site,342804.5,5270867.92,425.87,0.0,,1,0,0,423.886,423.855,423.87,19871217.0,,Active,,
x309B-01,Bemidji,USGS,x473419095052501,309B-01   Bemidji Toxics Research Site,342794.63,5270849.67,425.208,0.0,,1,0,0,423.422,423.391,423.406,,Installation date unknown,Active,,
x310A,Bemidji,USGS,x473422095053401,310A      147N35W02CDCB  01,342605.66,5270953.7,433.426,1.0,-199.74,1,0,0,424.959,423.435,424.197,19830525.0,estimated date,Active,,
x310B,Bemidji,USGS,x473422095053402,310B      147N35W02CDCB  01,342604.78,5270953.94,433.426,1.0,-200.45,1,0,0,407.201,406.287,406.744,19831027.0,,Active,,
xWT1503,Bemidji,USGS,,,342805.1,5271062.33,432.556,,,0,0,1,,,,20150811,,Removed,,6/25/2018
x310C,Bemidji,USGS,x473422095053403,310C      147N35W02CDCB  01,342605.67,5270954.48,433.426,1.0,-199.42,1,0,0,416.174,415.26,415.717,19831031.0,,Active,,
x310D,Bemidji,USGS,x473423095053301,WLN04     Bemidji Toxics Research 310D  0000273825,342603.63,5270954.99,433.73,1.0,-201.08,1,0,0,424.562,423.647,424.104,19850501.0,estimated date,Active,,
x310E,Bemidji,USGS,x473422095053404,310E      147N35W02CDCB  01,342607.43,5270948.76,433.426,1.0,-200.13,1,0,0,423.739,422.42,423.08,19860625.0,,Active,,
x310F,Bemidji,USGS,,,342605.04,5270948.53,433.372,1.0,-202.4,0,1,0,,,,19920917,,Active,,
x310G-01,Bemidji,USGS,x473423095053401,310G-01   Bemidji Toxics Research Site,342603.2,5270956.58,433.682,1.0,-200.82,1,0,0,427.196,427.165,427.18,,Installation date unknown,Active,,
x310H,Bemidji,USGS,x473423095053405,310H      147N35W02CDCB  01,342605.12,5270956.8,433.426,1.0,-198.98,1,0,0,420.612,420.384,420.498,,"Installation date unknown, sometime in 1983",Active,,
x311,Bemidji,USGS,x473427095052005,311       147N35W02CDAD  05,342882.66,5271084.45,433.121,1.0,106.48,1,0,0,424.465,422.941,423.703,19830601.0,estimated date,Active,,
x312,Bemidji,USGS,x473421095052301,312       147N35W02CDDC  01,342809.67,5270875.8,426.415,0.0,,1,0,0,424.867,423.343,424.105,19830601.0,estimated date,Active,,
x313,Bemidji,USGS,x473419095052401,313       147N35W02CDDC  01,342787.92,5270841.44,425.196,0.0,,1,0,0,425.169,423.645,424.407,19830601.0,estimated date,Active,,
x313A,Bemidji,USGS,,,342806.7,5270871.37,426.077,,,0,1,0,,,,,Installation date unknown,Active,,
x313B-core,Bemidji,USGS,,,342794.16,5270850.02,,,,0,1,0,,,,,Installation date unknown,Active,,
x1504,Bemidji,USGS,,,342817.24,5270850.9,425.797,,,0,1,0,,,,20150811,,Active,,
x314,Bemidji,USGS,x473420095052406,314       147N35W02CDDC  01,342816.06,5270885.97,426.72,0.0,,1,0,0,425.339,423.815,424.577,19830601.0,estimated date,Removed,Removed by Enbridge for the Alberta Clipper install,2009
x315,Bemidji,USGS,x473426095052530,315       147N35W02CDAC  30,342784.16,5271033.98,430.326,1.0,-4.02,1,0,0,425.184,423.66,424.422,19830701.0,estimated date,Active,,
x317,Bemidji,USGS,x473425095052009,W317      147N35W02CDA   09 Bemidji Well,342812.39,5271048.21,432.816,1.0,27.55,1,0,0,425.044,423.52,424.282,19830701.0,estimated date,Active,,
x318,Bemidji,USGS,x473425095052008,W318      147N35W02CDA   08 Bemidji Well,,,432.206,,,0,0,0,,,,,"This well was probably installed in 1983, this site was returned from a polygon retrieval around the Bemidji site, no idea of how well was constructed",Unknown,well could not be located,unknown
x318A,Bemidji,USGS,x473426095052306,318A      147N35W02CDAC  01,342841.11,5271059.71,433.121,1.0,58.47,1,0,0,425.16,423.636,424.398,19830701.0,estimated date,Active,,
x318B,Bemidji,USGS,x473426095052307,318B      147N35W02CDAC  01,342841.72,5271060.05,433.121,1.0,59.16,1,0,0,424.203,423.593,423.898,19880501.0,estimated date,Active,,
x318N,Bemidji,USGS,x473426095052308,318N      147N35W02CDAC  01,342840.99,5271060.72,433.121,1.0,58.77,1,0,0,423.465,423.389,423.427,19970701.0,estimated date,Active,,
x318S,Bemidji,USGS,x473426095052309,318S      147N35W02CDAC  01,342841.36,5271058.96,433.121,1.0,58.39,1,0,0,423.547,423.471,423.509,19970701.0,estimated date,Active,,
x319,Bemidji,USGS,x473425095052504,319       147N35W02CDAC  01,342790.3,5271037.68,430.682,1.0,-3.09,1,0,0,424.342,422.818,423.58,19830701.0,estimated date,Active,,
x401,Bemidji,USGS,x473414095053601,401       147N35W11BABC  01,342542.49,5270674.33,430.378,0.0,,1,0,0,424.943,423.419,424.181,19840508.0,,Active,,
x402,Bemidji,USGS,x473405095060101,402       147N35W10ADAB  01,342018.76,5270417.32,427.634,0.0,,1,0,0,425.933,424.409,425.171,19840508.0,,Active,,
x403,Bemidji,USGS,x473416095060801,403       147N35W10AABA  01,341883.62,5270789.74,429.768,0.0,,1,0,0,427.153,425.629,426.391,19840508.0,,Active,,
x404,Bemidji,USGS,x473419095062401,404       147N35W03DCDC  01,341554.67,5270883.35,429.768,0.0,,1,0,0,426.79,425.266,426.028,19840508.0,,Active,,
x405A,Bemidji,USGS,x473418095055601,405A      147N35W02CCCC  01,342139.09,5270841.19,430.378,0.0,,1,0,0,425.91,424.386,425.148,19840510.0,,Active,,
x405B,Bemidji,USGS,x473418095055602,405B      147N35W02CCCC  01,342139.09,5270841.19,430.378,0.0,,1,0,0,417.131,416.522,416.826,19840716.0,,Active,,
x405C,Bemidji,USGS,x473418095055603,405C      147N35W02CCCC  01,342139.09,5270841.19,430.378,0.0,,1,0,0,424.41,423.8,424.105,19840716.0,,Active,,
x405D,Bemidji,USGS,x473418095055604,405D      147N35W02CCCC  01,342139.09,5270841.19,430.378,0.0,,1,0,0,421.237,420.704,420.97,19840719.0,,Active,,
x405E,Bemidji,USGS,x473418095055605,405E      147N35W02CCCC  01,342139.09,5270841.19,430.378,0.0,,1,0,0,404.732,404.123,404.428,19860710.0,,Active,,
x406,Bemidji,USGS,x473424095061601,406       147N35W03DCDA  01,341722.47,5271031.39,430.987,0.0,,1,0,0,426.452,424.928,425.69,19840619.0,,Active,,
x407,Bemidji,USGS,x473430095061401,407       147N35W03DDBB  01,341770.93,5271220.32,431.902,0.0,,1,0,0,426.321,424.797,425.559,19840619.0,,Active,,
x408,Bemidji,USGS,x473427095055701,408       147N35W02CCBC  01,342133.09,5271102.59,432.511,0.0,,1,0,0,425.604,424.08,424.842,19840619.0,,Active,,
x409,Bemidji,USGS,x473404095054101,409       147N35W11BCAB  01,342437.61,5270398.26,428.244,0.0,,1,0,0,425.848,424.324,425.086,19840619.0,,Active,,
x410,Bemidji,USGS,x473411095062901,410       147N35W10ABCA  01,341442.62,5270641.37,427.634,0.0,,1,0,0,425.33,423.806,424.568,19840619.0,,Active,,
x411,Bemidji,USGS,x473425095052605,411       147N35W02CDAC  01,342778.77,5271042.29,430.378,1.0,-5.58,1,0,0,424.928,423.404,424.166,19840620.0,,Active,,
x412,Bemidji,USGS,x473433095060101,412       147N35W03DADD  01,342057.16,5271284.34,434.645,0.0,,1,0,0,425.074,423.55,424.312,19840621.0,,Active,,
x413,Bemidji,USGS,x473435095061501,413       147N35W03DACB  01,341784.21,5271336.83,432.511,0.0,,1,0,0,426.214,424.69,425.452,19840621.0,,Active,,
x414,Bemidji,USGS,x473418095052901,414       147N35W11BABA  01,342685.97,5270791.26,430.682,0.0,,1,0,0,425.18,423.656,424.418,19840621.0,,Active,,
x415,Bemidji,USGS,x473431095053701,415       147N35W02CCAA  01,342530.08,5271200.57,433.73,0.0,,1,0,0,425.875,424.351,425.113,19840621.0,,Removed,Removed by Enbridge for the Alberta Clipper install,2009
x416,Bemidji,USGS,x473426095052203,416       147N35W02CDAD 01              0000273826,342859.63,5271070.5,433.121,1.0,79.77,1,0,0,424.599,423.075,423.837,19840628.0,,Active,,
x417A,Bemidji,USGS,x473425095052010,417A      147N35W02CDAD 01              0000273827,342902.24,5271033.47,431.902,0.0,,1,0,0,416.394,415.784,416.089,19840717.0,,Active,,
x417B,Bemidji,USGS,x473426095051903,417B      147N35W02CDAD  03,342900.61,5271033.58,432.206,0.0,,1,0,0,419.825,419.215,419.52,19840718.0,,Active,,
x417C,Bemidji,USGS,x473425095052011,417C      147N35W02CDAD  01,342899.05,5271033.63,432.206,0.0,,1,0,0,425.342,423.818,424.58,19840718.0,,Active,,
x417D,Bemidji,USGS,x473425095052012,417D      147N35W02CDAD  01,342901.4,5271032.2,431.902,0.0,,1,0,0,423.026,422.417,422.722,19840718.0,,Active,,
x417E,Bemidji,USGS,x473425095052013,417E      147N35W02CDAD  01,342898.99,5271037.25,432.206,0.0,,1,0,0,421.063,420.453,420.758,19841017.0,,Active,,
x417F,Bemidji,USGS,x473425095052014,417F      147N35W02CDAD  01,342903.67,5271033.91,431.902,0.0,,1,0,0,422.813,422.66,422.736,19910501.0,estimated date,Active,,
x418A,Bemidji,USGS,x473425095052101,418A      147N35W02CDAD  01,342872.51,5271036.6,432.816,0.0,,1,0,0,416.601,415.991,416.296,19840718.0,,Active,,
x418B,Bemidji,USGS,x473425095052102,418B      147N35W02CDAD  01,342871.31,5271036.78,432.816,0.0,,1,0,0,420.139,419.53,419.834,19840718.0,,Active,,
x418C,Bemidji,USGS,x473425095052103,418C      147N35W02CDAD  01,342871.77,5271035.55,432.511,0.0,,1,0,0,423.016,422.407,422.712,19840718.0,,Active,,
x418D,Bemidji,USGS,x473425095052201,418D      147N35W02CDAD  01,342870.05,5271036.72,432.816,0.0,,1,0,0,424.73,423.206,423.968,19841016.0,,Active,,
x418E,Bemidji,USGS,x473425095052104,418E      147N35W02CDAD  01,342874.19,5271036.21,432.816,0.0,,1,0,0,423.395,423.242,423.318,19910501.0,estimated date,Active,,
x419A,Bemidji,USGS,x473426095052101,"419A near Bemidji, MN.",342845.75,5271039.55,432.511,0.0,,1,0,0,422.91,422.3,422.605,19840719.0,,Active,,
x419B,Bemidji,USGS,x473425095052301,419B      147N35W02CDAC  01,342843.96,5271039.69,432.816,0.0,,1,0,0,420.313,419.704,420.008,19840719.0,,Active,,
x419C,Bemidji,USGS,x473425095052302,419C      Bemidji Toxics Research Site,342842.71,5271039.74,432.816,0.0,,1,0,0,424.855,423.331,424.093,19841016.0,,Active,,
x419R,Bemidji,USGS,x473425095052303,419R      147N35W02CDAC  01,342842.24,5271041.58,432.816,0.0,,1,0,0,421.465,421.237,421.351,,Installation date unknown,Active,,
x420A,Bemidji,USGS,x473426095052419,420A      147N35W02CDAC  01,342817.26,5271043.53,432.816,1.0,30.11,1,0,0,424.321,422.797,423.559,19840701.0,estimated date,Active,,
x420B,Bemidji,USGS,x473426095052405,420B      147N35W02CDAC  01,342818.83,5271043.13,432.816,1.0,31.38,1,0,0,420.334,419.725,420.03,19840701.0,estimated date,Active,,
x420C,Bemidji,USGS,x473426095052406,420C      147N35W02CDAC  01,342820.25,5271043.01,432.816,1.0,32.63,1,0,0,416.939,416.329,416.634,19840701.0,estimated date,Active,,
x420D,Bemidji,USGS,x473426095052407,420D      147N35W02CDAC  01,342816.0,5271043.51,432.816,1.0,28.95,1,0,0,424.781,423.257,424.019,19841017.0,,Active,,
x421A,Bemidji,USGS,x473425095052610,421A      147N35W02CDAC  01,342785.64,5271040.57,430.682,1.0,0.0,1,0,0,422.839,421.52,422.18,19840501.0,estimated date,Active,,
x421B,Bemidji,USGS,x473425095052611,421B      147N35W02CDAC  01,342784.94,5271040.07,430.378,1.0,-0.84,1,0,0,424.956,423.432,424.194,19870529.0,,Active,,
x422,Bemidji,USGS,x473426095052610,422       147N35W02CDAC  01,342776.59,5271045.35,430.378,1.0,-6.34,1,0,0,425.059,423.535,424.297,19840501.0,estimated date,Active,,
x423,Bemidji,USGS,x473426095052402,423       147N35W02CDAC  02,342805.86,5271043.09,432.511,1.0,19.51,1,0,0,424.79,423.266,424.028,19841016.0,,Active,,
x426,Bemidji,USGS,x473358095061401,426       147N35W10ADCB  01,341759.5,5270225.09,425.501,0.0,,1,0,0,425.477,424.562,425.02,19841017.0,,Active,,
x427,Bemidji,USGS,x473440095063001,427       147N35W03DBBD  01,341455.97,5271518.32,431.902,0.0,,1,0,0,431.567,430.652,431.11,19841017.0,,Active,,
x501A,Bemidji,USGS,x473428095050802,501A      147N35W02DCAB  01,343161.77,5271119.45,423.367,1.0,375.83,1,0,0,410.413,409.651,410.032,19850228.0,,Active,,
x501B,Bemidji,USGS,x473428095050803,501B      147N35W02DCAB  01,343161.21,5271119.02,423.367,1.0,375.15,1,0,0,411.937,411.175,411.556,19850228.0,,Unknown,well could not be located,unknown
x501C,Bemidji,USGS,x473429095050703,501C 147N35W02DCAB 03,343160.47,5271118.74,423.367,1.0,374.36,1,0,0,419.252,418.49,418.871,19850228.0,,Active,,
x501Lake,Bemidji,USGS,x473428095050801,"UNNAMED LAKE, W. SIDE, AT RAFT, SE OF PINEWOOD, MN",343160.5,5271118.6,423.367,1.0,374.33,1,0,0,,,,,,Active,,
x502,Bemidji,USGS,x473433095060102,502       147N35W03DADD  01,342057.16,5271284.34,434.645,0.0,,1,0,0,409.804,409.194,409.499,19850514.0,,Active,,
x503,Bemidji,USGS,x473413095053701,503       147N35W11BABC 01              0000273828,342544.16,5270675.61,430.378,0.0,,1,0,0,407.728,405.9,406.814,19850515.0,,Active,,
x504,Bemidji,USGS,x473413095053702,504       147N35W11BABC  01,342544.41,5270673.16,430.378,0.0,,1,0,0,420.463,419.853,420.158,19850515.0,,Active,,
x505,Bemidji,USGS,x473430095053801,505       147N35W02CCAA 01              0000273829,342531.72,5271198.97,433.73,0.0,,1,0,0,415.216,414.607,414.912,19850517.0,,Removed,Removed by Enbridge for the Alberta Clipper install,2009
x506,Bemidji,USGS,x473428095052201,506       147N35W02CDAD  01,342847.08,5271095.87,432.816,0.0,,1,0,0,425.114,423.59,424.352,19850606.0,,Active,,
x507,Bemidji,USGS,x473427095052303,507       147N35W02CDAC  01,342830.99,5271082.39,433.121,0.0,,1,0,0,424.212,422.688,423.45,19850606.0,,Active,,
x508,Bemidji,USGS,x473428095052202,508       147N35W02CDAD  01,342863.8,5271109.6,430.682,0.0,,1,0,0,424.556,423.032,423.794,19850606.0,,Active,,
x509,Bemidji,USGS,x473427095052106,509       147N35W02CDAD  01,342874.14,5271095.22,432.511,0.0,,1,0,0,425.077,423.553,424.315,19880607.0,,Active,,
x510,Bemidji,USGS,x473427095052107,510       147N35W02CDAD  01,342880.87,5271084.26,433.121,1.0,104.77,1,0,0,424.416,423.096,423.756,19850607.0,,Active,,
x511,Bemidji,USGS,x473426095052001,511       147N35W02CDAD  01,342892.12,5271058.31,432.816,0.0,,1,0,0,424.355,422.831,423.593,19850607.0,,Active,,
x512,Bemidji,USGS,x473426095052204,512       147N35W02CDAD  01,342865.36,5271054.78,432.816,0.0,,1,0,0,424.416,422.892,423.654,19850607.0,,Active,,
x513,Bemidji,USGS,x473427095052101,"513 near Bemidji, MN.",342858.13,5271069.77,433.121,1.0,78.1,1,0,0,424.27,422.95,423.61,19850610.0,,Active,,
x514,Bemidji,USGS,x473427095052209,514       147N35W02CDAD  01,342852.45,5271082.42,433.426,0.0,,1,0,0,424.517,422.993,423.755,19850610.0,,Active,,
x515A,Bemidji,USGS,x473428095051911,515A      147N35W02CDAD  11,342910.62,5271096.38,433.426,1.0,136.87,1,0,0,424.188,422.868,423.528,19850611.0,,Active,,
x515B,Bemidji,USGS,x473428095051902,"515B near Bemidji, MN.",342909.5,5271096.05,433.426,1.0,135.72,1,0,0,421.204,420.664,420.934,19850612.0,,Active,,
x515C,Bemidji,USGS,x473428095051903,"515C near Bemidji, MN.",342906.6,5271094.65,433.426,1.0,132.5,1,0,0,423.947,423.407,423.677,19950701.0,,Active,,
x515D,Bemidji,USGS,x473428095051904,"515D near Bemidji, MN.",342907.78,5271095.08,433.426,1.0,133.75,1,0,0,420.545,420.006,420.276,19950701.0,,Active,,
x515E,Bemidji,USGS,x473428095051905,"515E near Bemidji, MN.",342905.86,5271094.32,433.426,1.0,131.69,1,0,0,419.832,419.591,419.712,20070720.0,,Active,,
x516,Bemidji,USGS,x473427095051902,516       147N35W02CDAD  02,342909.1,5271079.64,433.73,0.0,,1,0,0,424.205,422.681,423.443,19850611.0,,Active,,
x517,Bemidji,USGS,x473428095051906,517       147N35W02CDAD  06,342892.89,5271102.76,432.206,0.0,,1,0,0,424.799,423.275,424.037,19850612.0,,Active,,
x518A,Bemidji,USGS,x473427095052301,"518A near Bemidji, MN.",342839.63,5271059.13,433.121,1.0,56.88,1,0,0,424.705,423.386,424.046,19850612.0,,Active,,
x518B,Bemidji,USGS,x473426095052310,518B      147N35W02CDAC  01,342838.59,5271058.58,433.121,1.0,55.71,1,0,0,422.517,422.365,422.441,19960812.0,,Active,,
x518G-01,Bemidji,USGS,x473426095052311,518G-01   Bemidji Toxics Research Site,342840.39,5271059.45,433.118,1.0,57.7,1,0,0,426.632,426.601,426.616,,Installation date unknown,Active,,
x519,Bemidji,USGS,x473427095052206,519       147N35W02CDAC  06,342834.54,5271067.85,433.121,1.0,55.76,1,0,0,424.55,423.026,423.788,19850613.0,,Active,,
x520,Bemidji,USGS,x473426095052408,520       147N35W02CDAC  01,342824.0,5271059.14,433.121,1.0,42.59,1,0,0,424.081,422.557,423.319,19850613.0,,Active,,
x521,Bemidji,USGS,x473426095052501,521       147N35W02CDAC  01,342798.86,5271058.63,432.206,0.0,,1,0,0,424.47,422.946,423.708,19850613.0,,Active,,
x522,Bemidji,USGS,x473426095052409,522       147N35W02CDAC  01,342810.79,5271047.27,432.816,1.0,25.71,1,0,0,424.873,423.553,424.213,19850613.0,,Active,,
x523,Bemidji,USGS,x473424095052901,523       147N35W02CDCA  01,342721.5,5271013.11,430.682,1.0,-69.77,1,0,0,424.744,423.425,424.084,19850614.0,,Removed,Removed by Enbridge for the Alberta Clipper install,2009
x524,Bemidji,USGS,x473437095052401,524       147N35W02CADB 01              0000273830,342831.11,5271372.45,434.34,0.0,,1,0,0,413.717,413.108,413.412,19850708.0,,Active,,
x525,Bemidji,USGS,x473405095060201,525       147N35W10ADAB 01              0000273831,342073.16,5270480.64,427.939,0.0,,1,0,0,416.835,416.226,416.53,19850709.0,,Active,,
x526,Bemidji,USGS,x473420095052201,526       147N35W02CDDC  01,342829.58,5270863.33,426.72,0.0,,1,0,0,414.967,414.357,414.662,19850711.0,,Active,,
x527,Bemidji,USGS,x473428095051808,527       147N35W02CDAD  01,342952.21,5271109.39,433.73,1.0,180.17,1,0,0,423.239,421.715,422.477,19850715.0,estimated date,Active,,
x528A,Bemidji,USGS,x473428095051916,528A      147N35W02CDAA  01,342931.19,5271122.36,434.34,1.0,166.21,1,0,0,423.626,422.102,422.864,19850715.0,estimated date,Active,,
x528B,Bemidji,USGS,,,342935.57,5271114.2,434.09,1.0,166.9,1,0,0,,,,20090709,,Removed,"failed well, no well installed",
x528C,Bemidji,USGS,x473428095051910,528C      147N35W02CDAD 01              0000772860,342934.6,5271113.64,434.035,1.0,165.79,1,0,0,419.527,419.283,419.405,20090709.0,,Active,,
x528D,Bemidji,USGS,x473428095051915,528D      147N35W02CDAD 01              0000772859,342933.65,5271112.98,434.035,1.0,164.66,1,0,0,417.844,417.6,417.722,20090708.0,,Active,,
x528E,Bemidji,USGS,x473428095051912,528E      147N35W02CDAD 01              0000772863,342935.1,5271114.78,434.035,1.0,166.71,1,0,0,416.326,416.082,416.204,20090815.0,,Active,,
x529,Bemidji,USGS,x473428095051809,529       147N35W02CDAA  01,342945.07,5271120.6,433.73,1.0,178.18,1,0,0,423.266,421.742,422.504,19850715.0,estimated date,Active,,
x530A,Bemidji,USGS,x473427095052207,530A      147N35W02CDAD  01,342870.13,5271076.66,433.426,1.0,91.87,1,0,0,422.953,421.633,422.293,19860619.0,,Active,,
x530B,Bemidji,USGS,x473427095052102,"530B near Bemidji, MN.",342869.68,5271076.18,433.426,1.0,91.26,1,0,0,422.173,422.02,422.096,19860619.0,,Active,,
x530C,Bemidji,USGS,x473427095052103,"530C near Bemidji, MN.",342868.98,5271075.88,433.426,1.0,90.5,1,0,0,420.749,420.597,420.673,19860619.0,,Active,,
x530D,Bemidji,USGS,x473427095052104,"530D near Bemidji, MN.",342871.52,5271077.38,433.426,1.0,93.43,1,0,0,423.051,422.898,422.974,19900705.0,,Active,,
x530G-01,Bemidji,USGS,x473427095052208,530G-01   Bemidji Toxics Research Site,342870.99,5271077.16,433.291,1.0,92.86,1,0,0,426.805,426.774,426.79,,Installation date unknown,Active,,
x531A,Bemidji,USGS,x473427095052201,"531A near Bemidji, MN.",342848.89,5271064.35,432.816,1.0,67.46,1,0,0,424.023,422.499,423.261,,Installation date unknown,Active,,
x531B,Bemidji,USGS,x473427095052202,"531B near Bemidji, MN.",342848.01,5271063.87,432.816,1.0,66.46,1,0,0,422.864,422.712,422.788,19960812.0,,Active,,
x531C,Bemidji,USGS,x473427095052203,"531C near Bemidji, MN.",342847.86,5271064.62,433.121,1.0,66.63,1,0,0,422.279,422.038,422.158,20070723.0,,Active,,
x531D,Bemidji,USGS,x473427095052204,"531D near Bemidji, MN.",342848.64,5271065.05,433.121,1.0,67.52,1,0,0,421.395,421.155,421.275,20070723.0,,Active,,
x531G-01,Bemidji,USGS,x473426095052312,531G-01   Bemidji Toxics Research Site,342849.7,5271064.85,433.014,1.0,68.4,1,0,0,426.528,426.497,426.512,,Installation date unknown,Active,,
x532A,Bemidji,USGS,x473426095052201,"532A near Bemidji, MN.",342829.76,5271054.8,432.816,1.0,46.1,1,0,0,424.242,422.922,423.582,19860620.0,,Active,,
x532B,Bemidji,USGS,x473426095052202,"532B near Bemidji, MN.",342829.18,5271054.43,432.816,1.0,45.42,1,0,0,422.303,422.151,422.227,19860620.0,,Active,,
x532C,Bemidji,USGS,x473426095052410,532C      147N35W02CDAC 01              0000273832,342828.62,5271054.13,432.816,1.0,44.79,1,0,0,420.947,420.795,420.871,19860620.0,,Active,,
x532D,Bemidji,USGS,x473426095052313,532D      147N35W02CDAC  01,342831.49,5271055.57,432.816,1.0,48.0,1,0,0,417.57,417.418,417.494,19860620.0,,Active,,
x532E,Bemidji,USGS,x473426095052314,532E      147N35W02CDAC  01,342833.01,5271056.14,432.816,1.0,49.62,1,0,0,422.246,422.093,422.17,,Installation date unknown,Active,,
x532F,Bemidji,USGS,x473426095052416,532F      147N35W02CDAC  01,342832.39,5271055.89,432.816,1.0,48.95,1,1,0,422.873,422.721,422.797,19920918.0,,Active,,
